pair_id,section,section_word,sentence1,sentence2,target_word,target_key,label_raw,label,sense_id_1,sense_id_2,label_corrected,pair_source
pair_0189,,,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು.,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ.,ಅರ್ಥ,ಅರ್ಥ,1,1,4,4.0,1,synthetic_examples
pair_0190,,,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ.,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು.,ಅರ್ಥ,ಅರ್ಥ,1,1,4,4.0,1,synthetic_examples
pair_0191,,,ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ.,ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,ಕಬ್ಬಿ,ಕಬ್ಬಿ,1,1,1,1.0,1,synthetic_examples
pair_0192,,,ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ.,ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,ಕಬ್ಬಿ,ಕಬ್ಬಿ,1,1,2,2.0,1,synthetic_examples
pair_0193,,,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ.,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ.,ಕಬ್ಬಿ,ಕಬ್ಬಿ,1,1,3,3.0,1,synthetic_examples
pair_0194,,,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ.,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ.,ಕಬ್ಬಿ,ಕಬ್ಬಿ,1,1,3,3.0,1,synthetic_examples
pair_0195,,,ಅನಸ್ಥೆಯ ಕರಣ ಕಾರ್ಯಭಾರ ಹೆಚ್ಚು.,ಈ ಘಟನೆಯ ಕರಣ ಎಂದರೆ ನಿರ್ಲಕ್ಷ್ಯತೆ.,ಕರಣ,ಕರಣ,1,1,1,1.0,1,synthetic_examples
pair_0196,,,ಶಿಕ್ಷಣ ಜೀವನ ಸುಧಾರಣೆಯ ಕರಣ.,ಕರ್ನಮ ಭರತಾವಿಯ ಕರಣಗಳು ಅದ್ಭುತವಾಗಿವೆ.,ಕರಣ,ಕರಣ,1,1,2,2.0,1,synthetic_examples
pair_0197,,,ಕರ್ನಮ ಭರತಾವಿಯ ಕರಣಗಳು ಅದ್ಭುತವಾಗಿವೆ.,ಶಿಕ್ಷಣ ಜೀವನ ಸುಧಾರಣೆಯ ಕರಣ.,ಕರಣ,ಕರಣ,1,1,2,2.0,1,synthetic_examples
pair_0198,,,ಪದವಿನ ಕರಣ ವಿಷಯ ವಿಶ್ಲೇಷಿಸಬೇಕು.,ಅಪರ ಕರಣ ತೆರೆದುಕೊಂಡಿದೆ.,ಕರಣ,ಕರಣ,1,1,3,3.0,1,synthetic_examples
pair_0199,,,ಅಪರ ಕರಣ ತೆರೆದುಕೊಂಡಿದೆ.,ಪದವಿನ ಕರಣ ವಿಷಯ ವಿಶ್ಲೇಷಿಸಬೇಕು.,ಕರಣ,ಕರಣ,1,1,3,3.0,1,synthetic_examples
pair_0200,,,ಮಹಾಭಾರತದ ಕಾಲದಲ್ಲಿ ಅನೇಕ ಯುದ್ಧ ನಡೆದವು.,ಕಾಲ ದ್ರುತವಾಗಿ ಹಾದುಹೋಗಿ.,ಕಾಲ,ಕಾಲ,1,1,1,1.0,1,synthetic_examples
pair_0201,,,ಕಾಲು ನೋವಾಗುತ್ತಿದೆ.,ಅವನ ಎಡ ಕಾಲು ಮುರಿದಿದೆ.,ಕಾಲ,ಕಾಲ,1,1,2,2.0,1,synthetic_examples
pair_0202,,,ಕಾಲ ನೋಡುತ್ತಿರುವುದೇ ಅದು.,ಕಾಲದ ಸಮಯ ನಿಗದಿತವಾಗಿದೆ.,ಕಾಲ,ಕಾಲ,1,1,3,3.0,1,synthetic_examples
pair_0203,,,ಕಾಲದ ಸಮಯ ನಿಗದಿತವಾಗಿದೆ.,ಕಾಲ ನೋಡುತ್ತಿರುವುದೇ ಅದು.,ಕಾಲ,ಕಾಲ,1,1,3,3.0,1,synthetic_examples
pair_0204,,,ಕಾಲ ಬಟ್ಟೆ ಧರಿಸಿ.,ಕಾಲ ಮೇಘ ಗಾಳಿ ಬೀಸುತ್ತಿದೆ.,ಕಾಲ,ಕಾಲ,1,1,4,4.0,1,synthetic_examples
pair_0205,,,ಕಾಲ ಮೇಘ ಗಾಳಿ ಬೀಸುತ್ತಿದೆ.,ಕಾಲ ಬಟ್ಟೆ ಧರಿಸಿ.,ಕಾಲ,ಕಾಲ,1,1,4,4.0,1,synthetic_examples
pair_0206,,,ಮುಂಗಾರು ಕಾಲ ಮೂವೆತ್ತೆ ಅಂದಾಗೆ ಬರುತ್ತದೆ.,ಬೇಸಿಗೆ ಕಾಲ ತುಂಬಾ ಬಿಸಿಯಾಗಿರುತ್ತವೆ.,ಕಾಲ,ಕಾಲ,1,1,5,5.0,1,synthetic_examples
pair_0207,,,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,ಕಾಲೆ,ಕಾಲೆ,1,1,1,1.0,1,synthetic_examples
pair_0208,,,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ.,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,ಕಾಲೆ,ಕಾಲೆ,1,1,2,2.0,1,synthetic_examples
pair_0209,,,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ.,ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,ಕಾಲೆ,ಕಾಲೆ,1,1,3,3.0,1,synthetic_examples
pair_0210,,,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ.,ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು.,ಕಿರಿಯ,ಕಿರಿಯ,1,1,1,1.0,1,synthetic_examples
pair_0211,,,ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ.,ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ.,ಕಿರಿಯ,ಕಿರಿಯ,1,1,2,2.0,1,synthetic_examples
pair_0212,,,ಕಿರಿಯ ಸಹೋದರ ಸಹಾಯಕ.,ಕಿರಿಯ ಪದ ತೃಪ್ತ ವೈತನಿಕ.,ಕಿರಿಯ,ಕಿರಿಯ,1,1,3,3.0,1,synthetic_examples
pair_0213,,,ಕಿರಿಯ ಪದ ತೃಪ್ತ ವೈತನಿಕ.,ಕಿರಿಯ ಸಹೋದರ ಸಹಾಯಕ.,ಕಿರಿಯ,ಕಿರಿಯ,1,1,3,3.0,1,synthetic_examples
pair_0214,,,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,ಕೂಲಿ,ಕೂಲಿ,1,1,1,1.0,1,synthetic_examples
pair_0215,,,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು.,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,ಕೂಲಿ,ಕೂಲಿ,1,1,2,2.0,1,synthetic_examples
pair_0216,,,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ.,ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,ಕೂಲಿ,ಕೂಲಿ,1,1,3,3.0,1,synthetic_examples
pair_0217,,,ನನಗೆ ನೀರು ಕೊಡಿ.,ಆನೆಗೆ ಒಣಹೂವು ಕೊಡಿ.,ಕೊಡು,ಕೊಡು,1,1,1,1.0,1,synthetic_examples
pair_0218,,,ಅತಿಥಿಗೆ ಆಸನ ಕೊಡಿ.,ದೇವರಿಗೆ ಹೂವು ಕೊಡುವುದು ಸಂಪ್ರದಾಯ.,ಕೊಡು,ಕೊಡು,1,1,2,2.0,1,synthetic_examples
pair_0219,,,ತೊಡೆಯಿಂದ ಥಳಿ ಕೊಟ್ಟನಳೆ.,ಶತ್ರುವಿಗೆ ಭೀಷಣ ಪ್ರಹಾರ ಕೊಡುತ್ತೆ.,ಕೊಡು,ಕೊಡು,1,1,3,3.0,1,synthetic_examples
pair_0220,,,ಕ್ಷೇತ್ರ ಸಂಪೂರ್ಣ ಫಸಲಿ ಕೊಡುತ್ತಿದೆ.,ಗಿರುಗಳ ಹಾಕುಮಾರಿ ಬೆಳ್ಳಳಿ ಕೊಡುತ್ತವೆ.,ಕೊಡು,ಕೊಡು,1,1,4,4.0,1,synthetic_examples
pair_0221,,,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ.,ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ.,ಗಟ್ಟ,ಗಟ್ಟ,1,1,1,1.0,1,synthetic_examples
pair_0222,,,ಗಟ್ಟ ನಿಯಮ ಪಾಲಿಸುತ್ತಾರೆ.,ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ.,ಗಟ್ಟ,ಗಟ್ಟ,1,1,2,2.0,1,synthetic_examples
pair_0223,,,ಗಟ್ಟ ಅನುಸಾರ ನೋವು.,ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ.,ಗಟ್ಟ,ಗಟ್ಟ,1,1,3,3.0,1,synthetic_examples
pair_0224,,,ಗುರುತ್ವ ಕಾಚು ಕೆಲಸ.,ಗುರುತ್ವ ಸಮಸ್ಯೆ ಪರಿಹಾರ.,ಗುರುತ್ವ,ಗುರುತ್ವ,1,1,1,1.0,1,synthetic_examples
pair_0225,,,ಗುರುತ್ವ ಸಮಸ್ಯೆ ಪರಿಹಾರ.,ಗುರುತ್ವ ಕಾಚು ಕೆಲಸ.,ಗುರುತ್ವ,ಗುರುತ್ವ,1,1,1,1.0,1,synthetic_examples
pair_0226,,,ಗುರುತ್ವ ನಿರ್ಧಾರ ಕೆಳಗಿಳಿಸಲಾಯಿತು.,ಗುರುತ್ವ ಕಾರ್ಯಭಾರ ತಿಳಿಸಲಾಯಿತು.,ಗುರುತ್ವ,ಗುರುತ್ವ,1,1,2,2.0,1,synthetic_examples
pair_0227,,,ಗುರುತ್ವ ಕಾರ್ಯಭಾರ ತಿಳಿಸಲಾಯಿತು.,ಗುರುತ್ವ ನಿರ್ಧಾರ ಕೆಳಗಿಳಿಸಲಾಯಿತು.,ಗುರುತ್ವ,ಗುರುತ್ವ,1,1,2,2.0,1,synthetic_examples
pair_0228,,,ಗುರುತ್ವ ಸಂಜೆಯಲ್ಲಿ ಆರಾಧನೆ.,ಗುರುತ್ವ ನೀತಿ ಅನುಷ್ಠಾನ.,ಗುರುತ್ವ,ಗುರುತ್ವ,1,1,3,3.0,1,synthetic_examples
pair_0229,,,ಗುರುತ್ವ ನೀತಿ ಅನುಷ್ಠಾನ.,ಗುರುತ್ವ ಸಂಜೆಯಲ್ಲಿ ಆರಾಧನೆ.,ಗುರುತ್ವ,ಗುರುತ್ವ,1,1,3,3.0,1,synthetic_examples
pair_0230,,,ಮೊಟೊರಿನ ಚಕ್ರ ತಿರುಗುತ್ತಿದೆ.,ರಥದ ಚಕ್ರ ಭಾರೀ ಮರದಿಂದ ತಯಾರಾಗಿದೆ.,ಚಕ್ರ,ಚಕ್ರ,1,1,1,1.0,1,synthetic_examples
pair_0231,,,ಋತುಗಳ ಚಕ್ರ ಪುನರಾವೃತ್ತಿಯಾಗುತ್ತಿದೆ.,ಜೀವನದ ಚಕ್ರ ಮುಂದುವರಿದುಕೊಂಡಿದೆ.,ಚಕ್ರ,ಚಕ್ರ,1,1,2,2.0,1,synthetic_examples
pair_0232,,,ಹೃದಯ ಚಕ್ರ ಸಕ್ರಿಯಗೊಳಿಸುತ್ತಾರೆ.,ಯೋಗದಲ್ಲಿ ಆಚ್ಠ ಚಕ್ರಗಳು ಮುಖ್ಯ.,ಚಕ್ರ,ಚಕ್ರ,1,1,3,3.0,1,synthetic_examples
pair_0233,,,ಸುದರ್ಶನ ಚಕ್ರ ಸಕಲವನ್ನು ನಾಶಮಾಡುತ್ತಿದೆ.,ಕೃಷ್ಣನ ಚಕ್ರ ವೈಷ್ಣವ ಅಸ್ತ್ರ.,ಚಕ್ರ,ಚಕ್ರ,1,1,4,4.0,1,synthetic_examples
pair_0234,,,ಚಿತ್ರ ತೆಗೆಯಬೇಕೆ?,ಆ ಚಿತ್ರ ನೈಜತ್ವವನ್ನು ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ.,ಚಿತ್ರ,ಚಿತ್ರ,1,1,1,1.0,1,synthetic_examples
pair_0235,,,ಈ ಕಾದಂಬರಿಯು ಚಿತ್ರವಾದ ಪ್ರಕರಣಗಳನ್ನು ಹೊಂದಿದೆ.,ಸಮಾಜದಲ್ಲಿ ಅನೇಕ ಚಿತ್ರ ಜನತೆ ವಾಸ ಮಾಡುತ್ತಾರೆ.,ಚಿತ್ರ,ಚಿತ್ರ,1,1,2,2.0,1,synthetic_examples
pair_0236,,,ಚಿತ್ರವಾದ ಸಂಗತಿ ಸಂಭವಿಸಿದೆ.,ಆ ಚಿತ್ರ ಘಟನೆ ಕೇಳಲು ಅದ್ಭುತವಾಗಿದೆ.,ಚಿತ್ರ,ಚಿತ್ರ,1,1,3,3.0,1,synthetic_examples
pair_0237,,,ಈ ಚಿತ್ರ ಶಿಲ್ಪ ಅಸಾಧಾರಣ ಕಾದಂಬರಿ.,ರವಿಶಂಕರ ಸುಂದರ ಚಿತ್ರ ಸೃಷ್ಟಿಸುತ್ತಾರೆ.,ಚಿತ್ರ,ಚಿತ್ರ,1,1,4,4.0,1,synthetic_examples
pair_0238,,,ನೀರಾಯ ಜಲ ಕುಡಿಯಿರಿ.,ಜಲ ಬೆಳಗಿನ ಬಿಸಿಯಲ್ಲಿ ಕುದಿಯುತ್ತಿದೆ.,ಜಲ,ಜಲ,1,1,1,1.0,1,synthetic_examples
pair_0239,,,ಜಲ ಬೆಳಗಿನ ಬಿಸಿಯಲ್ಲಿ ಕುದಿಯುತ್ತಿದೆ.,ನೀರಾಯ ಜಲ ಕುಡಿಯಿರಿ.,ಜಲ,ಜಲ,1,1,1,1.0,1,synthetic_examples
pair_0240,,,ತೈಲಜಲ ಸಲ್ಯ ಹೀಲಿಂಗಿಗೆ ಉಪಯುಕ್ತ.,ಕಷಾಯ ಜಲ ಔಷಧ.,ಜಲ,ಜಲ,1,1,2,2.0,1,synthetic_examples
pair_0241,,,ಕಷಾಯ ಜಲ ಔಷಧ.,ತೈಲಜಲ ಸಲ್ಯ ಹೀಲಿಂಗಿಗೆ ಉಪಯುಕ್ತ.,ಜಲ,ಜಲ,1,1,2,2.0,1,synthetic_examples
pair_0242,,,ಜಲದಲ್ಲಿ ಬೆನ್ನು ಬದ್ಧವಾಗುತ್ತಿದೆ.,ಜಲ ತೂರುವ ಹೀನಾಭಿಮಾನ ನಿವಾರಿಸುವುದು ಕಷ್ಟ.,ಜಲ,ಜಲ,1,1,3,3.0,1,synthetic_examples
pair_0243,,,ಜಲ ತೂರುವ ಹೀನಾಭಿಮಾನ ನಿವಾರಿಸುವುದು ಕಷ್ಟ.,ಜಲದಲ್ಲಿ ಬೆನ್ನು ಬದ್ಧವಾಗುತ್ತಿದೆ.,ಜಲ,ಜಲ,1,1,3,3.0,1,synthetic_examples
pair_0244,,,ಹಾಕುಮಾರಿಗೆ ನಕ್ಷತ್ರ ತೆಗೆದು ಕೊಟ್ಟರು.,ನನ್ನ ಹಸ್ತ ತೆಗೆ.,ತೆಗೆ,ತೆಗೆ,1,1,1,1.0,1,synthetic_examples
pair_0245,,,ಕಂಕುದಿಂದ ಮುಖ್ಯ ಕೆಲಸ ತೆಗೆದುಕೊ.,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ.,ತೆಗೆ,ತೆಗೆ,1,1,2,2.0,1,synthetic_examples
pair_0246,,,ಹೊರಗಿನ ಸೂಪ ತೆಗೆದುಕೊಂಡೆ.,ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ.,ತೆಗೆ,ತೆಗೆ,1,1,3,3.0,1,synthetic_examples
pair_0247,,,ಪ್ರಾಣಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡರು.,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ.,ತೆಗೆ,ತೆಗೆ,1,1,4,4.0,1,synthetic_examples
pair_0248,,,ಧರಣಿಯ ಮೇಲೆ ಮಿಲಿಯನ ಜನ ವಾಸ ಮಾಡುತ್ತಾರೆ.,ಧರಣಿ ಭ್ರಮಿಸುತ್ತಾ ಇರುತ್ತದೆ.,ಧರಣಿ,ಧರಣಿ,1,1,1,1.0,1,synthetic_examples
pair_0249,,,ಮನೆಯ ಧರಣಿ ಬಲಾಗಿರುವುದು ಅಗತ್ಯ.,ಈ ಕೋಟೆಯ ಧರಣಿ ಕಲ್ಲಿನಿಂದ ಕೆತ್ತಿರುವುದು.,ಧರಣಿ,ಧರಣಿ,1,1,2,2.0,1,synthetic_examples
pair_0250,,,ಪುಷ್ಪಗಳ ಧರಣಿ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,ಧರಣಿ ಇಳಿಪಡಿಸುವ ಪದಾರ್ಥ.,ಧರಣಿ,ಧರಣಿ,1,1,3,3.0,1,synthetic_examples
pair_0251,,,ಧರಣಿ ಇಳಿಪಡಿಸುವ ಪದಾರ್ಥ.,ಪುಷ್ಪಗಳ ಧರಣಿ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,ಧರಣಿ,ಧರಣಿ,1,1,3,3.0,1,synthetic_examples
pair_0252,,,ಮುಖವಾಣಿ ಧರಿಸಿ.,ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,ಧರಿಸು,ಧರಿಸು,1,1,1,1.0,1,synthetic_examples
pair_0253,,,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ.,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,ಧರಿಸು,ಧರಿಸು,1,1,2,2.0,1,synthetic_examples
pair_0254,,,ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ.,ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,ಧರಿಸು,ಧರಿಸು,1,1,3,3.0,1,synthetic_examples
pair_0255,,,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ.,ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,ನಕಲಿ,ನಕಲಿ,1,1,1,1.0,1,synthetic_examples
pair_0256,,,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ.,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,ನಕಲಿ,ನಕಲಿ,1,1,2,2.0,1,synthetic_examples
pair_0257,,,ನಕಲಿ ನಾಣ್ಯ ಸಾಕಷ್ಟು ಪರಿಚಿತವಾಗಿದೆ.,ನಕಲಿ ವಸ್ತುವನ್ನು ವಿಕ್ರಯ ಮಾಡುವುದು ಅಪರಾಧ.,ನಕಲಿ,ನಕಲಿ,1,1,3,3.0,1,synthetic_examples
pair_0258,,,ನಕಲಿ ವಸ್ತುವನ್ನು ವಿಕ್ರಯ ಮಾಡುವುದು ಅಪರಾಧ.,ನಕಲಿ ನಾಣ್ಯ ಸಾಕಷ್ಟು ಪರಿಚಿತವಾಗಿದೆ.,ನಕಲಿ,ನಕಲಿ,1,1,3,3.0,1,synthetic_examples
pair_0259,,,ಸೂಕನಲ್ಲಿ ನೀಡ ತಿರಿಯುತ್ತೆ.,ಪಕ್ಷಿಯ ನೀಡ ವೃಕ್ಷದ ಮೇಲೆ ಇದೆ.,ನೀಡ,ನೀಡ,1,1,1,1.0,1,synthetic_examples
pair_0260,,,ಹೊಸ ನೀಡಕ್ಕೆ ಸ್ವಾಗತ.,ಬೆಕೆಲೆಗಾಗಿ ಪರಿವಾರದ ನೀಡ ನಿರ್ಮಾಣ ಮಾಡಿದರು.,ನೀಡ,ನೀಡ,1,1,2,2.0,1,synthetic_examples
pair_0261,,,ಪ್ರಭುನ ನೀಡ ನೀತಿಸೋಪಾನದಲ್ಲಿ.,ಆತ್ಮನ ಚಿರಂತನ ನೀಡ ಅತೀಂದ್ರಿಯ.,ನೀಡ,ನೀಡ,1,1,3,3.0,1,synthetic_examples
pair_0262,,,ಆತ್ಮನ ಚಿರಂತನ ನೀಡ ಅತೀಂದ್ರಿಯ.,ಪ್ರಭುನ ನೀಡ ನೀತಿಸೋಪಾನದಲ್ಲಿ.,ನೀಡ,ನೀಡ,1,1,3,3.0,1,synthetic_examples
pair_0263,,,ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ.,ನೀಲ ಆಕಾಶ ಮೋಹಕ.,ನೀಲ,ನೀಲ,1,1,1,1.0,1,synthetic_examples
pair_0264,,,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ.,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,ನೀಲ,ನೀಲ,1,1,2,2.0,1,synthetic_examples
pair_0265,,,ನೀಲ ಗಿಳಿ ಮಂಡಿರದ ಸ್ಕಂಧ.,ನೀಲ ರಂಗು ಧೌತ ಸಂಭೋಗ.,ನೀಲ,ನೀಲ,1,1,3,3.0,1,synthetic_examples
pair_0266,,,ನೀಲ ರಂಗು ಧೌತ ಸಂಭೋಗ.,ನೀಲ ಗಿಳಿ ಮಂಡಿರದ ಸ್ಕಂಧ.,ನೀಲ,ನೀಲ,1,1,3,3.0,1,synthetic_examples
pair_0267,,,ಪಾರ್ಥ ಸೈನ್ಯವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,ಈ ಪ್ರಯೋಗದಲ್ಲಿ ನಾನು ನೇತೃತ್ವ ಮಾಡುತ್ತೇನೆ.,ನೇತೃತ್ವ,ನೇತೃತ್ವ,1,1,1,1.0,1,synthetic_examples
pair_0268,,,ಈ ಪ್ರಯೋಗದಲ್ಲಿ ನಾನು ನೇತೃತ್ವ ಮಾಡುತ್ತೇನೆ.,ಪಾರ್ಥ ಸೈನ್ಯವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,ನೇತೃತ್ವ,ನೇತೃತ್ವ,1,1,1,1.0,1,synthetic_examples
pair_0269,,,ಶಿಲ್ಪಿ ಸಂಗೀತವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,ಆರ್ಕೆಸ್ಟ್ರಾ ನೇತೃತ್ವ ಮಾಡುವುದು ಕಾಂಡಕ್ಟರ್‌ನ ಕೆಲಸ.,ನೇತೃತ್ವ,ನೇತೃತ್ವ,1,1,2,2.0,1,synthetic_examples
pair_0270,,,ಆರ್ಕೆಸ್ಟ್ರಾ ನೇತೃತ್ವ ಮಾಡುವುದು ಕಾಂಡಕ್ಟರ್‌ನ ಕೆಲಸ.,ಶಿಲ್ಪಿ ಸಂಗೀತವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,ನೇತೃತ್ವ,ನೇತೃತ್ವ,1,1,2,2.0,1,synthetic_examples
pair_0271,,,ಸಂಸ್ಥೆಯನ್ನು ನೇತೃತ್ವ ಮಾಡುವ ಜವಾಬ್ದಾರಿ.,ಯುವಕನು ಕಂಪನಿ ನೇತೃತ್ವ ಮಾಡಿದನು.,ನೇತೃತ್ವ,ನೇತೃತ್ವ,1,1,3,3.0,1,synthetic_examples
pair_0272,,,ಯುವಕನು ಕಂಪನಿ ನೇತೃತ್ವ ಮಾಡಿದನು.,ಸಂಸ್ಥೆಯನ್ನು ನೇತೃತ್ವ ಮಾಡುವ ಜವಾಬ್ದಾರಿ.,ನೇತೃತ್ವ,ನೇತೃತ್ವ,1,1,3,3.0,1,synthetic_examples
pair_0273,,,ಒಟ್ಟಿಗೆ ಏನು ನೋಡುತ್ತೀಯ?,ಆಕಾಶ ನೋಡಿ.,ನೋಡು,ನೋಡು,1,1,1,1.0,1,synthetic_examples
pair_0274,,,ಕಡಿಮೆ ಮಾರುಕಟ್ಟೆ ನೋಡೊಳ್ಳಿ.,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ.,ನೋಡು,ನೋಡು,1,1,2,2.0,1,synthetic_examples
pair_0275,,,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ.,ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,ನೋಡು,ನೋಡು,1,1,3,3.0,1,synthetic_examples
pair_0276,,,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು.,ಸರಿಪೊತ್ತು ನೋಡಿ.,ನೋಡು,ನೋಡು,1,1,4,4.0,1,synthetic_examples
pair_0277,,,ನದಿಯ ಮೇಲೆ ಹೊಸ ಪುಲ ನಿರ್ಮಾಣವಾಗುತ್ತಿದೆ.,ಪುಲ ದಾಟಿ ಹೋಗಿ.,ಪುಲ,ಪುಲ,1,1,1,1.0,1,synthetic_examples
pair_0278,,,ಪುಲ ದಾಟಿ ಹೋಗಿ.,ನದಿಯ ಮೇಲೆ ಹೊಸ ಪುಲ ನಿರ್ಮಾಣವಾಗುತ್ತಿದೆ.,ಪುಲ,ಪುಲ,1,1,1,1.0,1,synthetic_examples
pair_0279,,,ಬೆಸೆಯ ಪುಲ ಚೆಂದ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,ಹೂವಿನ ಪುಲ ನೋಡು.,ಪುಲ,ಪುಲ,1,1,2,2.0,1,synthetic_examples
pair_0280,,,ಹೂವಿನ ಪುಲ ನೋಡು.,ಬೆಸೆಯ ಪುಲ ಚೆಂದ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,ಪುಲ,ಪುಲ,1,1,2,2.0,1,synthetic_examples
pair_0281,,,ನವೆಂಬರ್ ಅವರಿಗೆ ಪುಲದ ತೂಟು ಕೊಟ್ಟರು.,ಮದುವೆಯ ಸಮಯದಲ್ಲಿ ಸುಂದರ ಪುಲದ ತೂಟು ನೋಡಲಾಯಿತು.,ಪುಲ,ಪುಲ,1,1,3,3.0,1,synthetic_examples
pair_0282,,,ಮದುವೆಯ ಸಮಯದಲ್ಲಿ ಸುಂದರ ಪುಲದ ತೂಟು ನೋಡಲಾಯಿತು.,ನವೆಂಬರ್ ಅವರಿಗೆ ಪುಲದ ತೂಟು ಕೊಟ್ಟರು.,ಪುಲ,ಪುಲ,1,1,3,3.0,1,synthetic_examples
pair_0283,,,ಸೂರ್ಯನ ಪೆರೆಲೆ ಬೀಸುತ್ತಿದೆ.,ಮರದ ಪೆರೆಲೆಯಲ್ಲಿ ಕುಳಿತುಕೊಂಡೆ.,ಪೆರೆಲೆ,ಪೆರೆಲೆ,1,1,1,1.0,1,synthetic_examples
