word,romanization,sense_id,sense_gloss,sentence,sentence_key
ನಕಲಿ,nakali,3,Counterfeit,ನಕಲಿ ವಸ್ತುವನ್ನು ವಿಕ್ರಯ ಮಾಡುವುದು ಅಪರಾಧ.,ನಕಲಿ ವಸ್ತುವನ್ನು ವಿಕ್ರಯ ಮಾಡುವುದು ಅಪರಾಧ
ಮುಕ್ತ,mukta,1,Free (unbound),ಕೈದಿ ಮುಕ್ತನಾದನು.,ಕೈದಿ ಮುಕ್ತನಾದನು
ಮುಕ್ತ,mukta,1,Free (unbound),ಮುಕ್ತ ಮನೋಭಾವ ಅಗತ್ಯ.,ಮುಕ್ತ ಮನೋಭಾವ ಅಗತ್ಯ
ಮುಕ್ತ,mukta,2,Released (from confinement),ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು.,ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು
ಮುಕ್ತ,mukta,2,Released (from confinement),ಇಲಿಯನ್ನು ಮುಕ್ತ ಮಾಡಿ.,ಇಲಿಯನ್ನು ಮುಕ್ತ ಮಾಡಿ
ಮುಕ್ತ,mukta,3,Liberated (spiritual),ಪ್ರಾಣಿ ಮೋಕ್ಷದಿಂದ ಮುಕ್ತನಾದನು.,ಪ್ರಾಣಿ ಮೋಕ್ಷದಿಂದ ಮುಕ್ತನಾದನು
ಮುಕ್ತ,mukta,3,Liberated (spiritual),ಶರೀರದ ಬಂಧನೆಯಿಂದ ಮುಕ್ತ ಪುರುಷ.,ಶರೀರದ ಬಂಧನೆಯಿಂದ ಮುಕ್ತ ಪುರುಷ
ಗಟ್ಟ,gaṭṭa,1,Hard/solid,ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ.,ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ
ಗಟ್ಟ,gaṭṭa,1,Hard/solid,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ.,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ
ಗಟ್ಟ,gaṭṭa,2,Strict/rigid,ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ.,ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ
ಗಟ್ಟ,gaṭṭa,2,Strict/rigid,ಗಟ್ಟ ನಿಯಮ ಪಾಲಿಸುತ್ತಾರೆ.,ಗಟ್ಟ ನಿಯಮ ಪಾಲಿಸುತ್ತಾರೆ
ಗಟ್ಟ,gaṭṭa,3,Serious/severe,ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ.,ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ
ಗಟ್ಟ,gaṭṭa,3,Serious/severe,ಗಟ್ಟ ಅನುಸಾರ ನೋವು.,ಗಟ್ಟ ಅನುಸಾರ ನೋವು
ಕಬ್ಬಿ,kabbi,1,Rough/coarse (texture),ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ
ಕಬ್ಬಿ,kabbi,1,Rough/coarse (texture),ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ.,ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ
ಕಬ್ಬಿ,kabbi,2,Harsh/unkind (behavior),ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ
ಕಬ್ಬಿ,kabbi,2,Harsh/unkind (behavior),ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ.,ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ
ಕಬ್ಬಿ,kabbi,3,Rugged/sturdy,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ.,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ
ಕಬ್ಬಿ,kabbi,3,Rugged/sturdy,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ.,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ
ನೀಲ,nīla,1,Blue (color),ನೀಲ ಆಕಾಶ ಮೋಹಕ.,ನೀಲ ಆಕಾಶ ಮೋಹಕ
ನೀಲ,nīla,1,Blue (color),ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ.,ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ
ನೀಲ,nīla,2,Dark/dusky,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ
ನೀಲ,nīla,2,Dark/dusky,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ.,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ
ನೀಲ,nīla,3,Indigo (plant/dye),ನೀಲ ಗಿಳಿ ಮಂಡಿರದ ಸ್ಕಂಧ.,ನೀಲ ಗಿಳಿ ಮಂಡಿರದ ಸ್ಕಂಧ
ನೀಲ,nīla,3,Indigo (plant/dye),ನೀಲ ರಂಗು ಧೌತ ಸಂಭೋಗ.,ನೀಲ ರಂಗು ಧೌತ ಸಂಭೋಗ
ಸಾಧಾರಣ,sādhāraṇa,1,Common/ordinary,ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ.,ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ
ಸಾಧಾರಣ,sādhāraṇa,1,Common/ordinary,ಸಾಧಾರಣ ಮನುಷ್ಯ ಅಸಾಧಾರಣ ಕಾರ್ಯ ಮಾಡಿದನು.,ಸಾಧಾರಣ ಮನುಷ್ಯ ಅಸಾಧಾರಣ ಕಾರ್ಯ ಮಾಡಿದನು
ಸಾಧಾರಣ,sādhāraṇa,2,General/universal,ಸಾಧಾರಣ ಚಿಂತನೆ ಸಕಲ ಜನಕ್ಕು ಅನ್ವಯ.,ಸಾಧಾರಣ ಚಿಂತನೆ ಸಕಲ ಜನಕ್ಕು ಅನ್ವಯ
ಸಾಧಾರಣ,sādhāraṇa,2,General/universal,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ.,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ
ಸಾಧಾರಣ,sādhāraṇa,3,Simple/plain,ಸಾಧಾರಣ ಬಟ್ಟೆ ಧರಿಸುತ್ತೀಯ.,ಸಾಧಾರಣ ಬಟ್ಟೆ ಧರಿಸುತ್ತೀಯ
ಸಾಧಾರಣ,sādhāraṇa,3,Simple/plain,ಸಾಧಾರಣ ಭೋಜನ ಸ್ವಸ್ಥಕರ.,ಸಾಧಾರಣ ಭೋಜನ ಸ್ವಸ್ಥಕರ
ಲೋಭಿ,lobhi,1,Greedy/covetous,ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ.,ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ
ಲೋಭಿ,lobhi,1,Greedy/covetous,ಲೋಭಿ ಭಾವನೆ ನಾಶ ಮಾಡುತ್ತದೆ.,ಲೋಭಿ ಭಾವನೆ ನಾಶ ಮಾಡುತ್ತದೆ
ಲೋಭಿ,lobhi,2,Desirous,ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ.,ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ
ಲೋಭಿ,lobhi,2,Desirous,ಸಫಲತೆ ಲೋಭಿ ಮನುಷ್ಯ.,ಸಫಲತೆ ಲೋಭಿ ಮನುಷ್ಯ
ಲೋಭಿ,lobhi,3,Lustful,ಲೋಭಿ ಮೈ ವೃತ್ತಿ.,ಲೋಭಿ ಮೈ ವೃತ್ತಿ
ಲೋಭಿ,lobhi,3,Lustful,ಲೋಭಿ ದೃಷ್ಟಿ ಅಸಾಧುವಾಗಿದೆ.,ಲೋಭಿ ದೃಷ್ಟಿ ಅಸಾಧುವಾಗಿದೆ
ಗುರುತ್ವ,gurutva,1,Heavy (weight),ಗುರುತ್ವ ಕಾಚು ಕೆಲಸ.,ಗುರುತ್ವ ಕಾಚು ಕೆಲಸ
ಗುರುತ್ವ,gurutva,1,Heavy (weight),ಗುರುತ್ವ ಸಮಸ್ಯೆ ಪರಿಹಾರ.,ಗುರುತ್ವ ಸಮಸ್ಯೆ ಪರಿಹಾರ
ಗುರುತ್ವ,gurutva,2,Serious/important,ಗುರುತ್ವ ನಿರ್ಧಾರ ಕೆಳಗಿಳಿಸಲಾಯಿತು.,ಗುರುತ್ವ ನಿರ್ಧಾರ ಕೆಳಗಿಳಿಸಲಾಯಿತು
ಗುರುತ್ವ,gurutva,2,Serious/important,ಗುರುತ್ವ ಕಾರ್ಯಭಾರ ತಿಳಿಸಲಾಯಿತು.,ಗುರುತ್ವ ಕಾರ್ಯಭಾರ ತಿಳಿಸಲಾಯಿತು
ಗುರುತ್ವ,gurutva,3,Grave/solemn,ಗುರುತ್ವ ಸಂಜೆಯಲ್ಲಿ ಆರಾಧನೆ.,ಗುರುತ್ವ ಸಂಜೆಯಲ್ಲಿ ಆರಾಧನೆ
ಗುರುತ್ವ,gurutva,3,Grave/solemn,ಗುರುತ್ವ ನೀತಿ ಅನುಷ್ಠಾನ.,ಗುರುತ್ವ ನೀತಿ ಅನುಷ್ಠಾನ
ಹಿರಿಯ,hiriya,1,Elderly/aged,ಹಿರಿಯ ವ್ಯಕ್ತಿಯನ್ನು ಸಮ್ಮಾನಿಸಿ.,ಹಿರಿಯ ವ್ಯಕ್ತಿಯನ್ನು ಸಮ್ಮಾನಿಸಿ
ಹಿರಿಯ,hiriya,1,Elderly/aged,ಹಿರಿಯ ಪತ್ನಿ ಶಾಂತಿಮತೆ.,ಹಿರಿಯ ಪತ್ನಿ ಶಾಂತಿಮತೆ
ಹಿರಿಯ,hiriya,2,Senior (rank),ಹಿರಿಯ ಅಧಿಕಾರಿ ನಿರ್ದೇಶನ ಮಾಡಿದರು.,ಹಿರಿಯ ಅಧಿಕಾರಿ ನಿರ್ದೇಶನ ಮಾಡಿದರು
ಹಿರಿಯ,hiriya,2,Senior (rank),ಹಿರಿಯ ಪದ ಪ್ರಾಪ್ತನಾಗಿ.,ಹಿರಿಯ ಪದ ಪ್ರಾಪ್ತನಾಗಿ
ಹಿರಿಯ,hiriya,3,Respected,ಹಿರಿಯ ವ್ಯಕ್ತಿ ಸಮಾಜದ ಮುಖ.,ಹಿರಿಯ ವ್ಯಕ್ತಿ ಸಮಾಜದ ಮುಖ
ಹಿರಿಯ,hiriya,3,Respected,ಹಿರಿಯ ವ್ಯಾಪಾರಿ ಧನಾಢ್ಯ.,ಹಿರಿಯ ವ್ಯಾಪಾರಿ ಧನಾಢ್ಯ
ಕಿರಿಯ,kiriya,1,Small/minor,ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು.,ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು
ಕಿರಿಯ,kiriya,1,Small/minor,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ.,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ
ಕಿರಿಯ,kiriya,2,Young (age),ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ.,ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ
ಕಿರಿಯ,kiriya,2,Young (age),ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ.,ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ
ಕಿರಿಯ,kiriya,3,Junior (rank),ಕಿರಿಯ ಸಹೋದರ ಸಹಾಯಕ.,ಕಿರಿಯ ಸಹೋದರ ಸಹಾಯಕ
ಕಿರಿಯ,kiriya,3,Junior (rank),ಕಿರಿಯ ಪದ ತೃಪ್ತ ವೈತನಿಕ.,ಕಿರಿಯ ಪದ ತೃಪ್ತ ವೈತನಿಕ
ಪ್ರೀತಿ,prīti,1,Beloved/dear,ಪ್ರೀತಿ ಭಾರ್ಯೆ ಮನೆಯ ಸಿಂದೂರ.,ಪ್ರೀತಿ ಭಾರ್ಯೆ ಮನೆಯ ಸಿಂದೂರ
ಪ್ರೀತಿ,prīti,1,Beloved/dear,ಪ್ರೀತಿ ಭಿತಿಜ ಅವನ ಪ್ರಿಯೆ.,ಪ್ರೀತಿ ಭಿತಿಜ ಅವನ ಪ್ರಿಯೆ
ಪ್ರೀತಿ,prīti,2,Favorite,ಪ್ರೀತಿ ವಿಷಯ ಶಾಸ್ತ್ರ.,ಪ್ರೀತಿ ವಿಷಯ ಶಾಸ್ತ್ರ
ಪ್ರೀತಿ,prīti,2,Favorite,ಪ್ರೀತಿ ಔಷಧ ಇಂದ್ರಿಯ.,ಪ್ರೀತಿ ಔಷಧ ಇಂದ್ರಿಯ
ಪ್ರೀತಿ,prīti,3,Pleasant,ಪ್ರೀತಿ ಸುಗಂಧ ಹೃದಯ.,ಪ್ರೀತಿ ಸುಗಂಧ ಹೃದಯ
ಪ್ರೀತಿ,prīti,3,Pleasant,ಪ್ರೀತಿ ಸಂವಾದ ಆನಂದ.,ಪ್ರೀತಿ ಸಂವಾದ ಆನಂದ
ಬೋಳ,bōḷa,1,Stupid/foolish,ಬೋಳ ಕಾಲೆ ಅವನು ಕೆಟ್ಟ ಪರಿಣಾಮ ಮಾಡಿದನು.,ಬೋಳ ಕಾಲೆ ಅವನು ಕೆಟ್ಟ ಪರಿಣಾಮ ಮಾಡಿದನು
ಬೋಳ,bōḷa,1,Stupid/foolish,ಬೋಳ ವಿಚಾರಣೆ ಅಸಮರ್ಥನನ್ನು ಸೂಚಿಸುತ್ತದೆ.,ಬೋಳ ವಿಚಾರಣೆ ಅಸಮರ್ಥನನ್ನು ಸೂಚಿಸುತ್ತದೆ
ಬೋಳ,bōḷa,2,Dull-witted,ಬೋಳ ಮಸ್ತಿಷ್ಕ ಶಿಕ್ಷೆ ಪಡೆಯಲು ಸಾಧ್ಯ.,ಬೋಳ ಮಸ್ತಿಷ್ಕ ಶಿಕ್ಷೆ ಪಡೆಯಲು ಸಾಧ್ಯ
ಬೋಳ,bōḷa,2,Dull-witted,ಬೋಳ ಸಮಝಿಸುವ ಶಕ್ತಿ ಕ್ಷೀಣ.,ಬೋಳ ಸಮಝಿಸುವ ಶಕ್ತಿ ಕ್ಷೀಣ
ಬೋಳ,bōḷa,3,Blockhead (noun usage),ಈ ಬೋಳ ಬಟ್ಟೆ ಹಾಕುವೆ ಅದೇ.,ಈ ಬೋಳ ಬಟ್ಟೆ ಹಾಕುವೆ ಅದೇ
ಬೋಳ,bōḷa,3,Blockhead (noun usage),ಆ ಬೋಳ ಕುರುಡೆ ಹಾಗೆ ಕೆಲಸ ಮಾಡುತ್ತಾನೆ.,ಆ ಬೋಳ ಕುರುಡೆ ಹಾಗೆ ಕೆಲಸ ಮಾಡುತ್ತಾನೆ
ಬೋಳ,bōḷa,3,Blockhead (noun usage),Diverse contexts for each sense,Diverse contexts for each sense
ಬೋಳ,bōḷa,3,Blockhead (noun usage),"Mix of everyday, literary, and formal usage","Mix of everyday, literary, and formal usage"
ಬೋಳ,bōḷa,3,Blockhead (noun usage),Real-world applicability,Real-world applicability
