model,target_word,sentence,true_sense,cluster,ari
mbert,ಚಿತ್ರ,ಆ ಚಿತ್ರ ಘಟನೆ ಕೇಳಲು ಅದ್ಭುತವಾಗಿದೆ.,3,0,-0.20689655172413793
mbert,ಚಿತ್ರ,ಚಿತ್ರವಾದ ಸಂಗತಿ ಸಂಭವಿಸಿದೆ.,3,2,-0.20689655172413793
mbert,ಚಿತ್ರ,ರವಿಶಂಕರ ಸುಂದರ ಚಿತ್ರ ಸೃಷ್ಟಿಸುತ್ತಾರೆ.,4,2,-0.20689655172413793
mbert,ಚಿತ್ರ,ಈ ಚಿತ್ರ ಶಿಲ್ಪ ಅಸಾಧಾರಣ ಕಾದಂಬರಿ.,4,0,-0.20689655172413793
mbert,ಜಲ,ನೀರಾಯ ಜಲ ಕುಡಿಯಿರಿ.,1,0,0.24242424242424243
mbert,ಜಲ,ಜಲ ಬೆಳಗಿನ ಬಿಸಿಯಲ್ಲಿ ಕುದಿಯುತ್ತಿದೆ.,1,0,0.24242424242424243
mbert,ಜಲ,ತೈಲಜಲ ಸಲ್ಯ ಹೀಲಿಂಗಿಗೆ ಉಪಯುಕ್ತ.,2,2,0.24242424242424243
mbert,ಜಲ,ಕಷಾಯ ಜಲ ಔಷಧ.,2,1,0.24242424242424243
mbert,ಜಲ,ಜಲದಲ್ಲಿ ಬೆನ್ನು ಬದ್ಧವಾಗುತ್ತಿದೆ.,3,0,0.24242424242424243
mbert,ಜಲ,ಜಲ ತೂರುವ ಹೀನಾಭಿಮಾನ ನಿವಾರಿಸುವುದು ಕಷ್ಟ.,3,0,0.24242424242424243
mbert,ತೆಗೆ,ನನ್ನ ಹಸ್ತ ತೆಗೆ.,1,0,0.0
mbert,ತೆಗೆ,ಹಾಕುಮಾರಿಗೆ ನಕ್ಷತ್ರ ತೆಗೆದು ಕೊಟ್ಟರು.,1,1,0.0
mbert,ತೆಗೆ,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ.,2,1,0.0
mbert,ತೆಗೆ,ಕಂಕುದಿಂದ ಮುಖ್ಯ ಕೆಲಸ ತೆಗೆದುಕೊ.,2,2,0.0
mbert,ತೆಗೆ,ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ.,3,1,0.0
mbert,ತೆಗೆ,ಹೊರಗಿನ ಸೂಪ ತೆಗೆದುಕೊಂಡೆ.,3,1,0.0
mbert,ತೆಗೆ,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ.,4,3,0.0
mbert,ತೆಗೆ,ಪ್ರಾಣಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡರು.,4,2,0.0
mbert,ಧರಣಿ,ಧರಣಿ ಭ್ರಮಿಸುತ್ತಾ ಇರುತ್ತದೆ.,1,2,-0.06060606060606061
mbert,ಧರಣಿ,ಧರಣಿಯ ಮೇಲೆ ಮಿಲಿಯನ ಜನ ವಾಸ ಮಾಡುತ್ತಾರೆ.,1,0,-0.06060606060606061
mbert,ಧರಣಿ,ಈ ಕೋಟೆಯ ಧರಣಿ ಕಲ್ಲಿನಿಂದ ಕೆತ್ತಿರುವುದು.,2,0,-0.06060606060606061
mbert,ಧರಣಿ,ಮನೆಯ ಧರಣಿ ಬಲಾಗಿರುವುದು ಅಗತ್ಯ.,2,0,-0.06060606060606061
mbert,ಧರಣಿ,ಪುಷ್ಪಗಳ ಧರಣಿ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,3,1,-0.06060606060606061
mbert,ಧರಣಿ,ಧರಣಿ ಇಳಿಪಡಿಸುವ ಪದಾರ್ಥ.,3,0,-0.06060606060606061
mbert,ಧರಿಸು,ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,1,2,0.4444444444444444
mbert,ಧರಿಸು,ಮುಖವಾಣಿ ಧರಿಸಿ.,1,2,0.4444444444444444
mbert,ಧರಿಸು,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,2,0,0.4444444444444444
mbert,ಧರಿಸು,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ.,2,0,0.4444444444444444
mbert,ಧರಿಸು,ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,3,0,0.4444444444444444
mbert,ಧರಿಸು,ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ.,3,1,0.4444444444444444
mbert,ನಕಲಿ,ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,1,1,0.4444444444444444
mbert,ನಕಲಿ,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ.,1,0,0.4444444444444444
mbert,ನಕಲಿ,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,2,2,0.4444444444444444
mbert,ನಕಲಿ,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ.,2,2,0.4444444444444444
mbert,ನಕಲಿ,ನಕಲಿ ನಾಣ್ಯ ಸಾಕಷ್ಟು ಪರಿಚಿತವಾಗಿದೆ.,3,0,0.4444444444444444
mbert,ನಕಲಿ,ನಕಲಿ ವಸ್ತುವನ್ನು ವಿಕ್ರಯ ಮಾಡುವುದು ಅಪರಾಧ.,3,0,0.4444444444444444
mbert,ನೀಡ,ಪಕ್ಷಿಯ ನೀಡ ವೃಕ್ಷದ ಮೇಲೆ ಇದೆ.,1,1,0.4444444444444444
mbert,ನೀಡ,ಸೂಕನಲ್ಲಿ ನೀಡ ತಿರಿಯುತ್ತೆ.,1,1,0.4444444444444444
mbert,ನೀಡ,ಬೆಕೆಲೆಗಾಗಿ ಪರಿವಾರದ ನೀಡ ನಿರ್ಮಾಣ ಮಾಡಿದರು.,2,1,0.4444444444444444
mbert,ನೀಡ,ಹೊಸ ನೀಡಕ್ಕೆ ಸ್ವಾಗತ.,2,2,0.4444444444444444
mbert,ನೀಡ,ಪ್ರಭುನ ನೀಡ ನೀತಿಸೋಪಾನದಲ್ಲಿ.,3,0,0.4444444444444444
mbert,ನೀಡ,ಆತ್ಮನ ಚಿರಂತನ ನೀಡ ಅತೀಂದ್ರಿಯ.,3,0,0.4444444444444444
mbert,ನೀಲ,ನೀಲ ಆಕಾಶ ಮೋಹಕ.,1,2,0.07407407407407407
mbert,ನೀಲ,ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ.,1,0,0.07407407407407407
mbert,ನೀಲ,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,2,0,0.07407407407407407
mbert,ನೀಲ,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ.,2,1,0.07407407407407407
mbert,ನೀಲ,ನೀಲ ಗಿಳಿ ಮಂಡಿರದ ಸ್ಕಂಧ.,3,1,0.07407407407407407
mbert,ನೀಲ,ನೀಲ ರಂಗು ಧೌತ ಸಂಭೋಗ.,3,1,0.07407407407407407
mbert,ನೇತೃತ್ವ,ಪಾರ್ಥ ಸೈನ್ಯವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,1,1,0.07407407407407407
mbert,ನೇತೃತ್ವ,ಈ ಪ್ರಯೋಗದಲ್ಲಿ ನಾನು ನೇತೃತ್ವ ಮಾಡುತ್ತೇನೆ.,1,2,0.07407407407407407
mbert,ನೇತೃತ್ವ,ಶಿಲ್ಪಿ ಸಂಗೀತವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,2,1,0.07407407407407407
mbert,ನೇತೃತ್ವ,ಆರ್ಕೆಸ್ಟ್ರಾ ನೇತೃತ್ವ ಮಾಡುವುದು ಕಾಂಡಕ್ಟರ್‌ನ ಕೆಲಸ.,2,0,0.07407407407407407
mbert,ನೇತೃತ್ವ,ಸಂಸ್ಥೆಯನ್ನು ನೇತೃತ್ವ ಮಾಡುವ ಜವಾಬ್ದಾರಿ.,3,0,0.07407407407407407
mbert,ನೇತೃತ್ವ,ಯುವಕನು ಕಂಪನಿ ನೇತೃತ್ವ ಮಾಡಿದನು.,3,0,0.07407407407407407
mbert,ನೋಡು,ಆಕಾಶ ನೋಡಿ.,1,1,0.2222222222222222
mbert,ನೋಡು,ಒಟ್ಟಿಗೆ ಏನು ನೋಡುತ್ತೀಯ?,1,2,0.2222222222222222
mbert,ನೋಡು,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ.,2,0,0.2222222222222222
mbert,ನೋಡು,ಕಡಿಮೆ ಮಾರುಕಟ್ಟೆ ನೋಡೊಳ್ಳಿ.,2,1,0.2222222222222222
mbert,ನೋಡು,ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,3,3,0.2222222222222222
mbert,ನೋಡು,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ.,3,3,0.2222222222222222
mbert,ನೋಡು,ಸರಿಪೊತ್ತು ನೋಡಿ.,4,1,0.2222222222222222
mbert,ನೋಡು,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು.,4,1,0.2222222222222222
mbert,ಪುಲ,ನದಿಯ ಮೇಲೆ ಹೊಸ ಪುಲ ನಿರ್ಮಾಣವಾಗುತ್ತಿದೆ.,1,2,-0.06060606060606061
mbert,ಪುಲ,ಪುಲ ದಾಟಿ ಹೋಗಿ.,1,1,-0.06060606060606061
mbert,ಪುಲ,ಬೆಸೆಯ ಪುಲ ಚೆಂದ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,2,0,-0.06060606060606061
mbert,ಪುಲ,ಹೂವಿನ ಪುಲ ನೋಡು.,2,1,-0.06060606060606061
mbert,ಪುಲ,ನವೆಂಬರ್ ಅವರಿಗೆ ಪುಲದ ತೂಟು ಕೊಟ್ಟರು.,3,1,-0.06060606060606061
mbert,ಪುಲ,ಮದುವೆಯ ಸಮಯದಲ್ಲಿ ಸುಂದರ ಪುಲದ ತೂಟು ನೋಡಲಾಯಿತು.,3,1,-0.06060606060606061
mbert,ಪೆರೆಲೆ,ಸೂರ್ಯನ ಪೆರೆಲೆ ಬೀಸುತ್ತಿದೆ.,1,1,0.07407407407407407
mbert,ಪೆರೆಲೆ,ಮರದ ಪೆರೆಲೆಯಲ್ಲಿ ಕುಳಿತುಕೊಂಡೆ.,1,1,0.07407407407407407
mbert,ಪೆರೆಲೆ,ನೀರಿನಲ್ಲಿ ಮುಖದ ಪೆರೆಲೆ ಕಾಣುತ್ತಿದೆ.,2,1,0.07407407407407407
mbert,ಪೆರೆಲೆ,ಕನ್ನಡ ಸಂಸ್ಕೃತಿಯ ಪೆರೆಲೆ ಲೋಕವೆಲ್ಲಾ ಪಡೆದೆ.,2,2,0.07407407407407407
mbert,ಪೆರೆಲೆ,ಆತನ ಮೇಲೆ ನಿರ್ದೋಷತೆಯ ಪೆರೆಲೆಯೂ ಇಲ್ಲ.,3,2,0.07407407407407407
mbert,ಪೆರೆಲೆ,ಪೆರೆಲೆ ಪರಿಚಯ ನಾಶ ಮಾಡುತ್ತದೆ.,3,0,0.07407407407407407
mbert,ಪ್ರಭು,ಸೋಮನಾಥ ತನ್ನ ಗುಲಾಮನ ಪ್ರಭು.,1,0,0.24242424242424243
mbert,ಪ್ರಭು,ಪ್ರಭುವಿನ ಆದೇಶ ಪಾಲಿಸಲೇಬೇಕು.,1,0,0.24242424242424243
mbert,ಪ್ರಭು,ಪ್ರಭುವೆ ನಮ್ಮನ್ನು ರಕ್ಷಿಸಿ.,2,0,0.24242424242424243
mbert,ಪ್ರಭು,ಪ್ರಭುವಿನ ಕೃಪೆ ಅಪರಿಸೀಮ.,2,0,0.24242424242424243
mbert,ಪ್ರಭು,ರವಿ ಪ್ರಭುಗಳು ಮುಖ್ಯ ಅಧಿಕಾರಿ.,3,1,0.24242424242424243
mbert,ಪ್ರಭು,ಪ್ರಭುಗಳ ನಿರ್ದೇಶನ ನೋಡಿ ಕೆಲಸ ಮಾಡಿ.,3,2,0.24242424242424243
mbert,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಾರ್ಯೆ ಮನೆಯ ಸಿಂದೂರ.,1,2,-0.06060606060606061
mbert,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಿತಿಜ ಅವನ ಪ್ರಿಯೆ.,1,1,-0.06060606060606061
mbert,ಪ್ರೀತಿ,ಪ್ರೀತಿ ವಿಷಯ ಶಾಸ್ತ್ರ.,2,0,-0.06060606060606061
mbert,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಔಷಧ ಇಂದ್ರಿಯ.,2,1,-0.06060606060606061
mbert,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಸುಗಂಧ ಹೃದಯ.,3,1,-0.06060606060606061
mbert,ಪ್ರೀತಿ,ಪ್ರೀತಿ ಸಂವಾದ ಆನಂದ.,3,1,-0.06060606060606061
mbert,ಬರು,ನಾಳೆ ನನ್ನ ಮನೆಗೆ ಬಾರು.,1,1,0.0
mbert,ಬರು,ಕಡಿಮೆ ಕರೆ ಸುಗಿಕೊ ಬರುತ್ತೆ.,1,2,0.0
mbert,ಬರು,ರೈಲು ಸಮಯಕ್ಕೆ ಬರುತ್ತಿದೆ.,2,2,0.0
mbert,ಬರು,ಮೇಲಿನ ಸಿಡಿ ಹಠಾತ್ತು ಬರುತ್ತೆ.,2,2,0.0
mbert,ಬರು,ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ.,3,0,0.0
mbert,ಬರು,ಶೀತ ಋತುವು ಬರುತ್ತಿದೆ.,3,3,0.0
mbert,ಬರು,ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ.,4,2,0.0
mbert,ಬರು,ನೀ ಶಕ್ತಿಶಾಳಿಯಾಗಿ ಬರಿ.,4,1,0.0
mbert,ಬಾಗ,ಪುಷ್ಪಬಾಗ ಅತ್ಯಂತ ಸುಂದರವಾಗಿದೆ.,1,0,0.07407407407407407
mbert,ಬಾಗ,ತರಕಾರಿ ಬಾಗದಲ್ಲಿ ಸೋಂಕು ಹಿಡಿದಿದೆ.,1,2,0.07407407407407407
mbert,ಬಾಗ,ಸಂಪತ್ತಿನಿಂದ ಪ್ರತಿಯೊಬ್ಬರ ಬಾಗ ನಿರ್ಧರಿಸಿ.,2,1,0.07407407407407407
mbert,ಬಾಗ,ನನ್ನ ಬಾಗ ನಿಗದಿತವಾಗಿ ಇದೆ.,2,1,0.07407407407407407
mbert,ಬಾಗ,ಬೆಂಗಳೂರು ಉತ್ತರ ಬಾಗದಲ್ಲಿ ಸ್ಥಿತವಾಗಿದೆ.,3,2,0.07407407407407407
mbert,ಬಾಗ,ನಗರದ ಪಶ್ಚಿಮ ಬಾಗ ಸಾಕಷ್ಟು ಅಭಿವೃದ್ಧಿಯಾಗಿದೆ.,3,1,0.07407407407407407
mbert,ಬೀಜ,ತರಕಾರಿಯ ಬೀಜ ಲೋಳೆ.,1,2,0.4444444444444444
mbert,ಬೀಜ,ಬೀಜ ಬಿತ್ತಬೇಕು ವರ್ಷ ಸುಮಾರು.,1,1,0.4444444444444444
mbert,ಬೀಜ,ಆ ಕಲುಷತೆಯ ಬೀಜ ಕುರೂರತೆ.,2,0,0.4444444444444444
mbert,ಬೀಜ,ಚಿಂತೆ ಎಲ್ಲ ಸಮಸ್ಯೆಯ ಬೀಜ.,2,0,0.4444444444444444
mbert,ಬೀಜ,ಗುರುವು ಗುಪ್ತ ಬೀಜ ಪ್ರದಾನ ಮಾಡಿದರು.,3,1,0.4444444444444444
mbert,ಬೀಜ,ಈ ಯಂತ್ರದ ಬೀಜ ತಿಳಿದರೆ ಸಾಧನೆ ಮಾಡಬಹುದು.,3,1,0.4444444444444444
mbert,ಬೆಳೆ,ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,1,0,-0.06060606060606061
mbert,ಬೆಳೆ,ಆತನ ಉತ್ತರ ದಾಯಿತ್ವ ಬೆಳೆಯುತ್ತಿದೆ.,1,0,-0.06060606060606061
mbert,ಬೆಳೆ,ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ.,2,0,-0.06060606060606061
mbert,ಬೆಳೆ,ತರಕಾರಿ ಬೆಳೆಯಿರಿ.,2,1,-0.06060606060606061
mbert,ಬೆಳೆ,ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ.,3,0,-0.06060606060606061
mbert,ಬೆಳೆ,ಶಕ್ತಿ ಬೆಳೆಸಿ.,3,2,-0.06060606060606061
mbert,ಬೋಳ,ಬೋಳ ಕಾಲೆ ಅವನು ಕೆಟ್ಟ ಪರಿಣಾಮ ಮಾಡಿದನು.,1,0,0.34782608695652173
mbert,ಬೋಳ,ಬೋಳ ವಿಚಾರಣೆ ಅಸಮರ್ಥನನ್ನು ಸೂಚಿಸುತ್ತದೆ.,1,0,0.34782608695652173
mbert,ಬೋಳ,ಬೋಳ ಮಸ್ತಿಷ್ಕ ಶಿಕ್ಷೆ ಪಡೆಯಲು ಸಾಧ್ಯ.,2,0,0.34782608695652173
mbert,ಬೋಳ,ಬೋಳ ಸಮಝಿಸುವ ಶಕ್ತಿ ಕ್ಷೀಣ.,2,0,0.34782608695652173
mbert,ಬೋಳ,ಈ ಬೋಳ ಬಟ್ಟೆ ಹಾಕುವೆ ಅದೇ.,3,2,0.34782608695652173
mbert,ಬೋಳ,ಆ ಬೋಳ ಕುರುಡೆ ಹಾಗೆ ಕೆಲಸ ಮಾಡುತ್ತಾನೆ.,3,2,0.34782608695652173
mbert,ಬೋಳ,Diverse contexts for each sense,3,1,0.34782608695652173
mbert,ಬೋಳ,"Mix of everyday, literary, and formal usage",3,1,0.34782608695652173
mbert,ಬೋಳ,Real-world applicability,3,1,0.34782608695652173
mbert,ಭಕ್ತ,ಕೃಷ್ಣನ ಭಕ್ತರು ಕೋವಿಲಿಗೆ ಸೆರೆದುಬಂದರು.,1,0,-0.06060606060606061
mbert,ಭಕ್ತ,ಆ ಗುರುವಿನ ಭಕ್ತ ತುಂಬಾ ಆಸ್ಥೆಗಳುದ್ದ.,1,2,-0.06060606060606061
mbert,ಭಕ್ತ,ಅರಸನ ಭಕ್ತರು ನಿರ್ದೇಶ ಪಾಲಿಸಿದರು.,2,0,-0.06060606060606061
mbert,ಭಕ್ತ,ಭಕ್ತರನ್ನು ಸಮ್ಮಾನಿಸಿ.,2,1,-0.06060606060606061
mbert,ಭಕ್ತ,ಪ್ರಭುದ ಭಕ್ತರು ಧರ್ಮವನ್ನು ಪೋಷಿಸಿದರು.,3,0,-0.06060606060606061
mbert,ಭಕ್ತ,ನಿಜನಾದ ಭಕ್ತರು ಸತ್ತರನ್ನು ಒಂದೆಡೆ ಮಾಡುತ್ತಾರೆ.,3,0,-0.06060606060606061
mbert,ಮಾಡು,ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ.,1,1,0.04
mbert,ಮಾಡು,ಕಟಣೆ ಮಾಡುತ್ತೇನೆ.,1,4,0.04
mbert,ಮಾಡು,ಕೆಲಸ ಮಾಡಿ.,2,1,0.04
mbert,ಮಾಡು,ಸಹಾಯ ಮಾಡಿ.,2,1,0.04
mbert,ಮಾಡು,ಆಹಾರ ಮಾಡುತ್ತೇನೆ.,3,0,0.04
mbert,ಮಾಡು,ಬಾರ ಮಾಡುವುದು ಪುರಸ್ಕಾರ.,3,2,0.04
mbert,ಮಾಡು,ಸಮಸ್ಯೆ ಮಾಡಿದೆ.,4,1,0.04
mbert,ಮಾಡು,ಕೆಸರು ಮಾಡುವುದು ಸುಗಮ.,4,3,0.04
mbert,ಮಾಡು,ರೋಗಿಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಿ.,5,1,0.04
mbert,ಮಾಡು,ಸಮಸ್ಯೆಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಬೇಕು.,5,1,0.04
mbert,ಮಾತು,ನನ್ನ ಮಾತು ಆಲಿಸಿ.,1,2,0.034482758620689655
mbert,ಮಾತು,ಆ ಮಾತು ನಿಜವಾಗಿದೆ.,1,2,0.034482758620689655
mbert,ಮಾತು,"ಮಾತುಗಳ ಅರ್ಥ ಅಲ್ಲ, ಭಾವ ಪ್ರಮುಖ.",1,2,0.034482758620689655
mbert,ಮಾತು,ಇದು ಗಮನಾರ್ಹ ಮಾತು.,2,2,0.034482758620689655
mbert,ಮಾತು,ಆ ಮಾತಿನ ಬಗ್ಗೆ ಮಾತನಾಡಬೇಡ.,2,1,0.034482758620689655
mbert,ಮಾತು,ಕ್ರೀಡಾ ಮಾತು ಈತನಿಗೆ ಆಸಕ್ತಿ.,2,2,0.034482758620689655
mbert,ಮಾತು,ಪಟ್ಟಣದಲ್ಲಿ ಸಾಕಷ್ಟು ಮಾತು ಆಗಿದೆ.,3,0,0.034482758620689655
mbert,ಮಾತು,ತಲೆಕೆಳಿತ ಮಾತು ನಂಬಬೇಡ.,3,2,0.034482758620689655
mbert,ಮುಕ್ತ,ಕೈದಿ ಮುಕ್ತನಾದನು.,1,2,-0.2962962962962963
mbert,ಮುಕ್ತ,ಮುಕ್ತ ಮನೋಭಾವ ಅಗತ್ಯ.,1,0,-0.2962962962962963
mbert,ಮುಕ್ತ,ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು.,2,2,-0.2962962962962963
mbert,ಮುಕ್ತ,ಇಲಿಯನ್ನು ಮುಕ್ತ ಮಾಡಿ.,2,1,-0.2962962962962963
mbert,ಮುಕ್ತ,ಪ್ರಾಣಿ ಮೋಕ್ಷದಿಂದ ಮುಕ್ತನಾದನು.,3,2,-0.2962962962962963
mbert,ಮುಕ್ತ,ಶರೀರದ ಬಂಧನೆಯಿಂದ ಮುಕ್ತ ಪುರುಷ.,3,0,-0.2962962962962963
mbert,ರಸ,ಆ ಅನ್ನದ ರಸ ಅತ್ಯಂತ ಸುಮಾರು.,1,4,0.019801980198019802
mbert,ರಸ,ಲೆಮೆನ್ ರಸ ಅಮ್ಲೀಯವಾಗಿರುತ್ತದೆ.,1,2,0.019801980198019802
mbert,ರಸ,ಹಣ್ಣಿನ ರಸ ಮಿಠಾಗಿರುತ್ತದೆ.,2,2,0.019801980198019802
mbert,ರಸ,ಗೆಜ್ಜಿನ ರಸ ಸೋಯಿ ರಸ ಹೊಂದಿಕೆ.,2,0,0.019801980198019802
mbert,ರಸ,ಕವಿತೆಯಲ್ಲಿ ಭಿನ್ನ ರಸಗಳು ಇವೆ.,3,1,0.019801980198019802
mbert,ರಸ,ಶೃಂಗಾರ ರಸ ಸಂಗೀತದಲ್ಲಿ ಪ್ರಕಾಶಿತವಾಗುತ್ತದೆ.,3,3,0.019801980198019802
mbert,ರಸ,ದೇವತೆಗಳು ಅಮೃತ ರಸ ಕುಡಿದರು.,4,1,0.019801980198019802
mbert,ರಸ,ರೇಸ ರಸದ ಎಳೆ ಮಧುರ.,4,0,0.019801980198019802
mbert,ರಸ,ನಟನ ಅಭಿನಯ ರಸವನ್ನು ಹೃದಯಕ್ಕೆ ಸೇರಿಸುತ್ತದೆ.,5,1,0.019801980198019802
mbert,ರಸ,ಕ್ಷಿತಿಜರ ನೃತ್ಯ ಏಕ ರಸದಿಂದ ತುಂಬಿತ್ತು.,5,1,0.019801980198019802
mbert,ಲೇ,ನೀರು ಲೇಯಿ.,1,1,0.07407407407407407
mbert,ಲೇ,ಆ ಸೂಪಿಗೆ ಈ ದ್ರವ್ಯ ಲೇಯಿ.,1,2,0.07407407407407407
mbert,ಲೇ,ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ.,2,0,0.07407407407407407
mbert,ಲೇ,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ.,2,0,0.07407407407407407
mbert,ಲೇ,ಬೀಜ ಲೇಯಿ.,3,1,0.07407407407407407
mbert,ಲೇ,ಪ್ರಕಾಶ ಲೇದೆ.,3,0,0.07407407407407407
mbert,ಲೋಭಿ,ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ.,1,1,0.0
mbert,ಲೋಭಿ,ಲೋಭಿ ಭಾವನೆ ನಾಶ ಮಾಡುತ್ತದೆ.,1,1,0.0
mbert,ಲೋಭಿ,ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ.,2,0,0.0
mbert,ಲೋಭಿ,ಸಫಲತೆ ಲೋಭಿ ಮನುಷ್ಯ.,2,1,0.0
mbert,ವಹಿಸು,ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ.,1,1,-0.2962962962962963
mbert,ವಹಿಸು,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ.,1,0,-0.2962962962962963
mbert,ವಹಿಸು,ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ.,2,1,-0.2962962962962963
mbert,ವಹಿಸು,ಪದ ವಹಿಸಿಕೊಂಡಿರುವ ಅಧಿಕಾರಿ.,2,0,-0.2962962962962963
mbert,ವಹಿಸು,ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ.,3,2,-0.2962962962962963
mbert,ವಹಿಸು,ಹೊತ್ತುಕೊಂಡ ಮನೋವೇದನೆ ವಹಿಸಿ.,3,0,-0.2962962962962963
mbert,ಸಾಕು,ಇಷ್ಟು ಸಾಕು.,1,2,0.4444444444444444
mbert,ಸಾಕು,ಹಣ ಸಾಕುದೆ?,1,2,0.4444444444444444
mbert,ಸಾಕು,ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ.,2,0,0.4444444444444444
mbert,ಸಾಕು,ಗುರುಗಳನ್ನು ಸಾಕಿದೆ.,2,1,0.4444444444444444
mbert,ಸಾಕು,ಈ ನೋವು ಸಾಕಲಾರೆ.,3,1,0.4444444444444444
mbert,ಸಾಕು,ಹೆಚ್ಚು ಅವಮಾನ ಸಾಕಬಾರದು.,3,1,0.4444444444444444
mbert,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ.,1,1,-0.5
mbert,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಮನುಷ್ಯ ಅಸಾಧಾರಣ ಕಾರ್ಯ ಮಾಡಿದನು.,1,0,-0.5
mbert,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಚಿಂತನೆ ಸಕಲ ಜನಕ್ಕು ಅನ್ವಯ.,2,0,-0.5
mbert,ಸಾಧಾರಣ,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ.,2,1,-0.5
mbert,ಹಸ್ತ,ತನ್ನ ಹಸ್ತ ಮೆರೆದುಕೊಂಡರು.,1,2,-0.08333333333333333
mbert,ಹಸ್ತ,ಹಸ್ತ ತೊಳೆಯಿರಿ.,1,0,-0.08333333333333333
mbert,ಹಸ್ತ,ಬಲಹಸ್ತ ಕಾಲಿದಾಗ ಶಸ್ತ್ರ ಸರಿಸಿ.,1,3,-0.08333333333333333
mbert,ಹಸ್ತ,ಆನೆಯ ಹಸ್ತ ಅತ್ಯಂತ ಶಕ್ತಿಶಾಳಿ.,2,2,-0.08333333333333333
