pair_id,target_word,pos,sentence1,sentence2,synset_1,synset_2,label,split
v2_00356,ಆರಿಸು,verb,ಆರಿಸು ಕುರಿತು ಹಸಿ ಇರುವ ವಸ್ತುಗಳನ್ನು ಒಣಗಿಸುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಆರಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಹಸಿ ಇರುವ ವಸ್ತುಗಳನ್ನು ಒಣಗಿಸುವ ಪ್ರಕ್ರಿಯೆ,21529,21529,1,train
v2_00357,ಶಕ್ತಿ,noun,ಶಕ್ತಿ ಕುರಿತು ಇಚ್ಚೆಯಿಂದ ಹಾಗೆಯೇ ನಿರಂತರವಾಗಿ ಯಾವುದಾದರು ಕೆಲಸದಲ್ಲಿ ತೊಡಗಿರುವ ಕ್ರಿಯೆ,ಸೂರ್ಯನ ಶಕ್ತಿ ಅಗಾದವಾದದ್ದು.,2799,3933,0,train
v2_00358,ಹೊಡೆ,verb,ರಾಮನು ರಾಣನ ಮೇಲೆ ಅಮೋಘ ಅಸ್ತ್ರವನ್ನು ಹೊಡೆದನು.,ಹೊಡೆ ಕುರಿತು ಅಸ್ತ್ರ-ಶಸ್ತ್ರ ಮೊದಲಾದವುಗಳನ್ನು ಬಿಡುವ ಅಥವಾ ಹೊಡೆಯುವ ಪ್ರಕ್ರಿಯೆ,5438,5438,1,train
v2_00359,ಹರಡು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ವಸ್ತು ಅಥವಾ ಮಾತು ಈ ಪ್ರಕಾರವಾಗಿ ನಾಲ್ಕು ದಿಕ್ಕುಗಳಲ್ಲಿಯೂ ಹರಡುವುದು ಅಂದರೆ ತನ್ನ ಕ್ಷೇತ್ರದಿಂದ ಎಲ್ಲಾ ಜಾಗಗಳಿಗೂ ವ್ಯಾಪಿಸುವುದು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ಆಕಡೆ-ಈಕಡೆ ದೂರದ ವರೆಗೆ ತಲುಪುವುದು,34300,35905,0,train
v2_00360,ಮುಚ್ಚು,verb,ಮುಚ್ಚು ಕುರಿತು ಕಣ್ಣು ದೃಷ್ಟಿಗೆ ಬೀಳದ ಹಾಗೆ ಎಲ್ಲೋ ಹೋಗುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ ಕಣ್ಣು ದೃಷ್ಟಿಗೆ ಬೀಳದ ಹಾಗೆ ಎಲ್ಲೋ ಹೋಗುವ ಪ್ರಕ್ರಿಯೆ,12819,12819,1,train
v2_00361,ಸಮಯ,noun,ಸಮಯ ಕುರಿತು ತುಂಬಾ ಸಮಯ,ಕಾಲ ಅಥವಾ ಸಮಯ ಎರಡು ದೃಷ್ಟಿಕೋನಗಳಿಂದ ವಿವರಿಸಲ್ಪಟ್ಟಿದೆ,11250,11250,1,train
v2_00362,ತೆಗೆ,verb,ನೀವು ಈ ಸಂಖ್ಯೆಗಳ ಸರಾಸರಿಯನ್ನು ಹೊರತೆಗೆಯಿರಿ.,ತೆಗೆ ಕುರಿತು ಯಾವುದಾದರು ಪ್ರಮಾಣ ಮೊದಲಾದವುಗಳನ್ನು ಪಡೆಯುವುದಕ್ಕಾಗಿ ಗಣನೆಯನ್ನು ಮಾಡುವುದು,35420,35420,1,train
v2_00363,ಗಟ್ಟಿಯಾದ,adjective,ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಟ್ಟಿಯಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದರಿಂದಲೂ ಹಿಂದೆ ಸರಿಯದ ಅಥವಾ ವಿಮುಕನಾಗಿ ನಡೆಯದ ಗುಣ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಟ್ಟಿಯಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದಕ್ಕೆ ನೀರನ್ನು ಬೆರೆಸಿ ತೆಳುವಾಗಿ ಮಾಡಿಲ್ಲದ (ಕಬ್ಬಿನ ಹಾಲು),1611,16370,0,train
v2_00364,ತೆಗೆ,verb,ಮಗು ಸ್ನಾನ ಮಾಡುವುದಕ್ಕಾಗಿ ತನ್ನ ಬಟ್ಟೆಯನ್ನು ತೆಗೆಯಿತು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಕಟ್ಟಿರುವ ಗಂಟು ಮುಂತಾದುವಗಳನ್ನು ಬಿಚ್ಚುವ ಪ್ರಕ್ರಿಯೆ,11317,12232,0,train
v2_00365,ಜಗಳ,noun,ಜಗಳ ಕುರಿತು ಬಹಳ ಜನರ ನಡುವೆ ನಡೆದ ಹೊಡೆದಾಟ ಅಥವಾ ಕಾದಾಟ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಜಗಳ ಎಂಬ ಪದದ ಅರ್ಥ ಬಹಳ ಜನರ ನಡುವೆ ನಡೆದ ಹೊಡೆದಾಟ ಅಥವಾ ಕಾದಾಟ,3786,3786,1,train
v2_00366,ಮುಚ್ಚು,verb,ಮುಚ್ಚು ಕುರಿತು ನೆರಳಿಗಾಗಿ ಯಾವುದಾದರು ಗುಡಿಸಲು ಅಥವಾ ಸ್ಥಾನದ ಮೇಲೆ ಚಪ್ಪರವನ್ನು ಹೊದಿಸುವ ಕ್ರಿಯೆ,ಮುಚ್ಚು ಕುರಿತು ನೆರಳಿಗಾಗಿ ಯಾವುದಾದರು ಸ್ಥಾನದ ಮೇಲ್ಬಾಗದಲ್ಲಿ ಯಾವುದಾದರು ವಸ್ತ್ರವನ್ನು ಹೊದಿಸುವ ಅಥವಾ ಹಾಸುವ ಕ್ರಿಯೆ,34297,34298,0,train
v2_00367,ಕಠಿಣವಾದ,adjective,ಕಠಿಣವಾದ ಕುರಿತು ಬೇಗ ಹಿಡಿಯುವುದಕ್ಕೆ ಸಿಗದಂತಹ ಅಥವಾ ಯಾವುದನ್ನು ಹಿಡಿಯಲು ಕಠಿಣವಾಗಿದೆಯೋ,ಕಠಿಣವಾದ ಕುರಿತು ಒಂದು ಇನ್ನೊಂದಕ್ಕೆ ಸೇರಿಸಿ ಗಂಟು ಹಾಕಿಕೊಂಡಿರುವಂತಹ,13856,26844,0,train
v2_00368,ಒಳ್ಳೆಯ,adjective,ಅವನು ಒಳ್ಳೆಯ ಗುಣಮಟ್ಟದ ಹಿಂದಿಯನ್ನು ಮಾತನಾಡುತ್ತಾರೆ.,ಒಳ್ಳೆಯ ಕುರಿತು ಶ್ರೇಣಿಯ ಅಥವಾ ಶ್ರೇಣಿಗೆ ಸಂಬಂಧಿಸಿದ,37693,37693,1,train
v2_00369,ಕಠಿಣ,adjective,ಕಠಿಣ ಕುರಿತು ತುಂಬಾ ಕಠೋರ ಅಥವಾ ಬಿರುಸಾದಂತಹ,ಕಠಿಣ ಕುರಿತು ಯಾರೋ ಒಬ್ಬರು ಸಿರಿಯಾದ ರೀತಿಯಲ್ಲಿ ಪ್ರಾಮಾಣಿಕವಾಗಿ ಅಥವಾ ನಿರ್ಧರಿಸಿದ ಪ್ರಮಾಣ ಅಥವಾ ಗಡಿಗಿಂತ ಅಧಿಕವಾಗಿರುವುದು,13388,36579,0,train
v2_00370,ಜಗಳ,noun,ಜಗಳ ಕುರಿತು ಹೊಡೆದು ಬಡಿದು ಮಾಡುವ ಕ್ರಿಯೆ ಅಥವಾ ಭಾವನೆ,"ಜಗಳ ಕುರಿತು ವ್ಯಕ್ತಿ, ಅವನ ಕ್ರಿಯೆಗಳು, ಮೊದಲಾವುಗಳ ವಿರುದ್ಧ ಮಾಡುವ ಆಪಾದನೆಗೆ ಕಾರಣವಾಗುವ ಸಂದರ್ಭ, ವಿಷಯ",11043,4195,0,train
v2_00371,ಕಠಿಣವಾದಂತ,adjective,ಕಠಿಣವಾದಂತ ಕುರಿತು ಬೇಗ ಹಿಡಿಯುವುದಕ್ಕೆ ಸಿಗದಂತಹ ಅಥವಾ ಯಾವುದನ್ನು ಹಿಡಿಯಲು ಕಠಿಣವಾಗಿದೆಯೋ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಠಿಣವಾದಂತ ಎಂಬ ಪದದ ಅರ್ಥ ಬೇಗ ಹಿಡಿಯುವುದಕ್ಕೆ ಸಿಗದಂತಹ ಅಥವಾ ಯಾವುದನ್ನು ಹಿಡಿಯಲು ಕಠಿಣವಾಗಿದೆಯೋ,13856,13856,1,train
v2_00372,ಗಂಟು,noun,"ಗಂಟು ಎನ್ನುವುದು ಭಾರವಾದ ಪದಾರ್ಥಗಳನ್ನು ಎಳೆಯಲು, ಎತ್ತಲು, ಎರಡು ಪದಾರ್ಥಗಳನ್ನು ಬಂಧಿಸಲು ಅನುಕೂಲವಾಗುವಂತೆ ದಾರ, ಹುರಿ, ಹಗ್ಗಗಳಿಂದ ಹಾಕುವ ಕಟ್ಟು (ನಾಟ್)","ಗಂಟು ಕುರಿತು ಪಾದದರಿಂದ ತಲೆಯವರೆಗೆ ಮತ್ತು ಕಣೆಗಾಲು/ಮೀನಕಂಡದ ಕೆಳಗೆ ಇರುವಂತಹ ಎಲಬುಗಳ ಗಂಟು, ಗ್ರಂಥಿ",13128,8899,0,train
v2_00373,ಹೊಡೆ,verb,ಹೊಡೆ ಕುರಿತು ಚರ್ಮ ಹಾಕಿ ಸುತ್ತಿ ಮಾಡಿದ ವಾದ್ಯವನ್ನು ಕೋಲು ಮುಂತಾದವುಗಳಿಂದ ಬಡಿಯುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಚರ್ಮ ಹಾಕಿ ಸುತ್ತಿ ಮಾಡಿದ ವಾದ್ಯವನ್ನು ಕೋಲು ಮುಂತಾದವುಗಳಿಂದ ಬಡಿಯುವ ಪ್ರಕ್ರಿಯೆ,16819,16819,1,train
v2_00374,ಹಾಕು,verb,ಹಾಕು ಕುರಿತು ಉಪಯೋಗ ಅಥವಾ ಕೆಲಸಕ್ಕೆ ಬರುವಂತೆ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,ಹಾಕು ಕುರಿತು ಯಾವುದೋ ಒಂದು ವಸ್ತು ಇತ್ಯಾದಿಗಳನ್ನು ಒಂದು ಜಾಗದಿಂದ ಮತ್ತೊಂದು ಜಾಗಕ್ಕೆ ಇಡುವ ಪ್ರಕ್ರಿಯೆ,11596,18793,0,train
v2_00375,ಶಕ್ತಿ,noun,"'ಶಕ್ತಿ' ಎಂಬುದು, ಬಲವು ನಿರ್ವಹಿಸಬಲ್ಲ ಕಾರ್ಯದ ಯಾವುದೇ ಭೌತಿಕ ಅದಿಶ ಪರಿಮಾಣವನ್ನು ಸೂಚಿಸುತ್ತದೆ",ಈ ವಾಕ್ಯದಲ್ಲಿ ಶಕ್ತಿ ಎಂಬ ಪದದ ಅರ್ಥ ಬಲ/ಶಕ್ತಿಯನ್ನು ಹೆಚ್ಚಿಸಿಕೊಳ್ಳುವ ಉದ್ದೇಶದಿಂದ ಮಾಡುವಂತಹ ಶಾರೀರಿಕವಾದ ಶ್ರಮ,1971,5939,0,train
v2_00376,ದಂಡ,noun,ಯೋಗಿರಾಜ ಸದಾನಂದರು ದಂಡವನ್ನು ಹಿಡಿದು ಜಪಾ ಮಾಡುತ್ತಿದ್ದರು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ದಂಡ ಎಂಬ ಪದದ ಅರ್ಥ ಮರ ಮುಂತಾದವುಗಳಿಂದ ಮಾಡಿರುವ ಒಂದು ಪ್ರಕಾರದ ವಸ್ತುವನ್ನು ಯೋಗಿಗಳು ಕೈಯನ್ನು ಹಿಡಿಯಲು ಬಳಸುತ್ತಿದ್ದರು,4247,4247,1,train
v2_00377,ವರ್ಗ,noun,"ವರ್ಗ ಕುರಿತು ಆಸ್ತಿ, ಹಕ್ಕು ಮೊದಲಾದವುಗಳ ವರ್ಗಾವಣೆ ಮಾಡುವ ಕ್ರಿಯೆ",ವರ್ಗ ಕುರಿತು ಯಾವುದೇ ಒಂದು ಲಕ್ಷಣವನ್ನು ಅಥವಾ ಸಮಾನ ಗುಣವನ್ನು ಆಧರಿಸಿ ಮಾಡುವ ಸಮೂಹಗಳ ಭಾಗ,14271,3406,0,train
v2_00378,ತೆಗೆ,verb,ತೆಗೆ ಕುರಿತು ಯಾವುದಾದರು ಪ್ರಮಾಣ ಮೊದಲಾದವುಗಳನ್ನು ಪಡೆಯುವುದಕ್ಕಾಗಿ ಗಣನೆಯನ್ನು ಮಾಡುವುದು,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರೂ ವಸ್ತುವಿನ ಮೇಲೆ ಇರುವ ಧೂಳು ಅಥವಾ ಕೊಳೆ ತೆಗೆಯುವುದು,35420,5596,0,train
v2_00379,ಮುಚ್ಚು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ ನೆರಳಿಗಾಗಿ ಯಾವುದಾದರು ಗುಡಿಸಲು ಅಥವಾ ಸ್ಥಾನದ ಮೇಲೆ ಚಪ್ಪರವನ್ನು ಹೊದಿಸುವ ಕ್ರಿಯೆ,ಮುಚ್ಚು ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಮುಚ್ಚಿಡುವ ಅಥವಾ ಅಡಗಿಸಿಡುವ ಪ್ರಕ್ರಿಯೆ,34297,8956,0,train
v2_00380,ಅಧಿಕೃತ,adjective,ಅವನು ಅಧಿಕೃತವಾದ ಕೆಲಸದ ಮೇಲೆ ಹೊರಗಡೆ ಹೋಗಿದ್ದಾನೆ.,ಅಧಿಕೃತ ಕುರಿತು ಅಧಿಕಾರಯುತ್ತತೆಗೆ ಸಂಬಂಧಿಸಿದ,22572,22572,1,train
v2_00381,ಹಾಕು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಾಕು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಒಳಕ್ಕೆ ಹಾಕು ಅಥವಾ ತುಂಬು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಾಕು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾರಿಗಾದರು ಒಡವೆ ಅಥವಾ ಬಟ್ಟೆ ಮುಂತಾದವುಗಳನ್ನು ತೊಡುವಂತೆ ಮಾಡುವುದು,11050,9407,0,train
v2_00382,ಹಾಕು,verb,ಹಾಕು ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಒಳಕ್ಕೆ ಹಾಕು ಅಥವಾ ತುಂಬು,ಹಾಕು ಕುರಿತು ಖಾಲಿ ಇರುವ ಜಾಗವನ್ನು ಪೂರ್ಣಮಾಡುವುದಕ್ಕಾಗಿ ಅದರಲ್ಲಿ ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ತುಂಬುವ ಕ್ರಿಯೆ,11050,7389,0,train
v2_00383,ಹಾನಿ,noun,"ಹಾನಿ ಎಂದರೆ ಹಲವುವೇಳೆ ಒಂದು ಭೌತಿಕ ವಸ್ತುವಿನಲ್ಲಾಗುವ ಯಾವುದೇ ಬದಲಾವಣೆ, ಮತ್ತು ಇದು ಅದರ ಮೊದಲಿನ ಸ್ಥಿತಿಗಿಂತ ಕೀಳಾಗುವಂತೆ ಮಾಡುತ್ತದೆ",ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಾನಿ ಎಂಬ ಪದದ ಅರ್ಥ ಕಳೆದುಕೊಳ್ಳವ ಕ್ರಿಯೆ,10040,18325,0,train
v2_00384,ದಂಡ,noun,ದಂಡ ಕುರಿತು ದೊಡ್ಡ ಲಾಠಿ,ಈ ವಾಕ್ಯದಲ್ಲಿ ದಂಡ ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದು ಪ್ರಕಾರದ ವ್ಯಾಯಾಮ ಅದು ಕೈಯಿಯ ತೋಳು/ರಡ್ಡೆಯ ಬಲದಿಂದ ಬೋರಲು ಬಿದ್ದು ಮಾಡುವ ವ್ಯಾಯಾಮ,12946,6073,0,train
v2_00385,ಆಗು,verb,ಆಗು ಕುರಿತು ಘಟನೆಯ ರೂಪದಲ್ಲಿ ಆಗುವುದು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಆಗು ಎಂಬ ಪದದ ಅರ್ಥ ಘಟನೆಯ ರೂಪದಲ್ಲಿ ಆಗುವುದು,4918,4918,1,train
v2_00386,ದುಃಖ,noun,ದುಃಖ ಕುರಿತು ಸಂಕಟ ಅಥವಾ ಅಪ್ಪತ್ತಿನ ಸಮಯ,ಈ ವಾಕ್ಯದಲ್ಲಿ ದುಃಖ ಎಂಬ ಪದದ ಅರ್ಥ ಅಭಿಲಾಶೆಯು ಪೂರ್ತಿಯಾಗದೆ ಇರುವಾಗ ಮನಸ್ಸಿನಲ್ಲಿ ಉಂಟಾಗುವಂತಹ ದುಃಖ,10045,6497,0,train
v2_00387,ಮುರಿ,verb,ಅವನು ರಾಮನಿಂದ ತನ್ನ ಸಂಬಂಧವನ್ನು ಮುರಿದುಕೊಂಡ.,ಮುರಿ ಕುರಿತು ಮುಗಿಸು ಬಿಡು ಅಥವಾ ಇರಲು ಬಿಡದೆ ಇರುವ ಪ್ರಕ್ರಿಯೆ,32327,32327,1,train
v2_00388,ಹೇಳು,verb,"ಹೇಳು ಕುರಿತು ಯಾವುದಾದರು ಕಾರ್ಯದ ಆಕಾರ, ಪ್ರಕಾರ ಅಥವಾ ವಿಧಿ ಮೊದಲಾದವುಗಳ ತಿಳುವಳಿಕೆಯನ್ನು ನೀಡುವುದು","ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೇಳು ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ಕಾರ್ಯದ ಆಕಾರ, ಪ್ರಕಾರ ಅಥವಾ ವಿಧಿ ಮೊದಲಾದವುಗಳ ತಿಳುವಳಿಕೆಯನ್ನು ನೀಡುವುದು",7106,7106,1,train
v2_00389,ಹಾನಿ,noun,ಮಳೆಗಾಲದಲ್ಲಿ ರಸ್ತೆಗಳಿಗೆ ಹೆಚ್ಚು ಹಾನಿಯಾಗುತ್ತದೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಾನಿ ಎಂಬ ಪದದ ಅರ್ಥ ಹಾಳಾಗುತ್ತಿರವ ಅವಸ್ಥೆಗೆ ತಲುಪಿರುವ ಸ್ಥಿತಿ ಅಥವಾ ಭಾವನೆ,36617,36617,1,train
v2_00390,ಸ್ಥಿರವಾದ,adjective,"ಸ್ಥಿರವಾದ ಕುರಿತು ಸುಲಭವಾಗಿ ಜಗ್ಗದೆ, ಒಡೆಯದೆ, ಹೆದರದೆ, ಮುರಿಯದೆ, ಹರಿಯದೆ, ಸವೆಯದೆ ಇರುವ ಸ್ಥಿತಿ ಅಥವಾ ಅಂತಹ ಗಟ್ಟಿತನ","ಈ ವಾಕ್ಯದಲ್ಲಿ ಸ್ಥಿರವಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಸುಲಭವಾಗಿ ಜಗ್ಗದೆ, ಒಡೆಯದೆ, ಹೆದರದೆ, ಮುರಿಯದೆ, ಹರಿಯದೆ, ಸವೆಯದೆ ಇರುವ ಸ್ಥಿತಿ ಅಥವಾ ಅಂತಹ ಗಟ್ಟಿತನ",25572,25572,1,train
v2_00391,ಹರಡು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದು ಸ್ಥಳದ ವಿಸ್ತಾರ ಎಲ್ಲಿಂದ ಎಲ್ಲಿಯವರೆಗೂ ಇದೆ ಎಂದು ಕಾಣುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹರಡು ಎಂಬ ಪದದ ಅರ್ಥ ಗಾಯಕ್ಕೆ ಉಪಚಾರ ಮಾಡದೆ ಅದು ವೃದ್ಧಿಯಾಗುವ ಹಾಗೆ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,27832,38100,0,train
v2_00392,ಗಟ್ಟಿಯಾದ,adjective,ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಟ್ಟಿಯಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದನ್ನು ಗಟ್ಟಿಯಾಗುವ ಹಾಗೆ ಮಾಡಿರುವುದು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಟ್ಟಿಯಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದಕ್ಕೆ ನೀರನ್ನು ಬೆರೆಸಿ ತೆಳುವಾಗಿ ಮಾಡಿಲ್ಲದ (ಕಬ್ಬಿನ ಹಾಲು),10833,16370,0,train
v2_00393,ಮುರಿ,verb,ಮನೆಯ ಯಜಮಾನಿಯು ಇಂದು ಗಾಜಿನ ಲೋಟವನ್ನು ಮುರಿದು ಹಾಕಿದಳು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುರಿ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ಅಂಗವನ್ನು ಮೂಲ ವಸ್ತುವಿನಿಂದ ಬೇರೆ ಮಾಡುವುದು,35383,9847,0,train
v2_00394,ವರ್ಗ,noun,ವರ್ಗ ಕುರಿತು ಉಚ್ಚಾರಣ್ಮಕ ಧ್ವನಿವಿಜ್ಞಾನದಲ್ಲಿ ಒಂದು ಸ್ಥಾನದಿಂದ ಉಚ್ಚರಿಸಲ್ಪಡುವ ಸ್ಪರ್ಶ ಧ್ವನಿ (ತಡೆ ಧ್ವನಿ) ಮತ್ತು ಅನುನಾಸಿಕ ಧ್ವನಿಗಳ ಸಮೂಹ,ಈ ವಾಕ್ಯದಲ್ಲಿ ವರ್ಗ ಎಂಬ ಪದದ ಅರ್ಥ ಉಚ್ಚಾರಣ್ಮಕ ಧ್ವನಿವಿಜ್ಞಾನದಲ್ಲಿ ಒಂದು ಸ್ಥಾನದಿಂದ ಉಚ್ಚರಿಸಲ್ಪಡುವ ಸ್ಪರ್ಶ ಧ್ವನಿ (ತಡೆ ಧ್ವನಿ) ಮತ್ತು ಅನುನಾಸಿಕ ಧ್ವನಿಗಳ ಸಮೂಹ,12492,12492,1,train
v2_00395,ಬರು,verb,ಬರು ಕುರಿತು ಒಂದು ನಿಶ್ಚಿತ ಸ್ಥಾನದಲ್ಲಿ ಯಾವುದೋ ಒಂದು ಇರುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಬರು ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದು ನಿಶ್ಚಿತ ಸ್ಥಾನದಲ್ಲಿ ಯಾವುದೋ ಒಂದು ಇರುವ ಪ್ರಕ್ರಿಯೆ,28203,28203,1,train
v2_00396,ಅಧಿಕೃತ,adjective,ಅಧಿಕೃತ ಕುರಿತು ಯಾವುದು ಯಾರೋ ಒಬ್ಬರ ಅಧೀನದಲ್ಲಿ ಅಥವಾ ಅಧಿಕಾರದಲ್ಲಿ ಇರುವುದೋ,ಅಧಿಕೃತ ಕುರಿತು ಎಲ್ಲಾ ಕೆಲಸಗಳನ್ನು ಚೆನ್ನಾಗಿ ಮಾಡುವಂತಹ ಅಥವಾ ತನ್ನ ಕರ್ತವ್ಯವನ್ನು ಪ್ರಾಮಾಣಿಕತನದಿಂದ ಪಾಲಿಸುವಂತಹ,15362,29205,0,train
v2_00397,ಹೊಡೆ,verb,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಕೈ, ಕಾಲುಗಳಿಂದ ಜೋರಾಗಿ ತಳಿಸುವುದು ಅಥವಾ ಹೊಡೆಯುವ ಕ್ರಿಯೆ",ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಸರಿಯಾದ ಜಾಗಕ್ಕೆ ಗುರಿಯನ್ನು ಇಟ್ಟು ಹೊಡೆಯುವ ಪ್ರಕ್ರಿಯೆ,23699,36669,0,train
v2_00398,ಗಟ್ಟಿಯಾದ,adjective,ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಟ್ಟಿಯಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದನ್ನು ಗಟ್ಟಿಯಾಗುವ ಹಾಗೆ ಮಾಡಿರುವುದು,ಗಟ್ಟಿಯಾದ ಕುರಿತು ನೀರಿನ ಅಂಶ ಕಡಿಮೆಯಿರುವ,10833,6727,0,train
v2_00399,ಶಕ್ತಿ,noun,ಶಕ್ತಿ ಕುರಿತು ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಶಕ್ತಿ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೇ ಕೆಲಸ ಮಾಡಲು ಉಪಯೋಗವಾಗುವ ಬಲ,3933,3933,1,train
v2_00400,ಮುರಿ,verb,ಹಳ್ಳಿಯಲ್ಲಿ ಹಳೆ ಶಾಲೆಯ ಕಟ್ಟಡ ಮುರಿದು ಬಿದ್ದಿದೆ.,ಮುರಿ ಕುರಿತು ಯಾವುದಾದರು ಅಂಗವನ್ನು ಮೂಲ ವಸ್ತುವಿನಿಂದ ಬೇರೆ ಮಾಡುವುದು,12522,9847,0,train
v2_00401,ಹಗ್ಗ,noun,ಹಗ್ಗ ಕುರಿತು ಹುಲ್ಲು ಅಥವಾ ನಾರನಿಂದ ಮಾಡಿರುವಂತಹ ದಪ್ಪ ಹಗ್ಗ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಗ್ಗ ಎಂಬ ಪದದ ಅರ್ಥ ಹುಲ್ಲು ಅಥವಾ ನಾರನಿಂದ ಮಾಡಿರುವಂತಹ ದಪ್ಪ ಹಗ್ಗ,3827,3827,1,train
v2_00402,ಆರಿಸು,verb,"ಆರಿಸು ಕುರಿತು ಚುನಾವಣೆ, ಆಟ ಮೊದಲಾದವುಗಳಲ್ಲಿ ಉಮೇದುವಾರ ಅಥವಾ ಎದುರಾಳಿಗಳನ್ನು ಸ್ಪರ್ಧೆಯಲ್ಲಿ ಭಾಗವಹಿಸಲು ಆರಿಸಿಕೊಳ್ಳುವುದು","ಈ ವಾಕ್ಯದಲ್ಲಿ ಆರಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಚುನಾವಣೆ, ಆಟ ಮೊದಲಾದವುಗಳಲ್ಲಿ ಉಮೇದುವಾರ ಅಥವಾ ಎದುರಾಳಿಗಳನ್ನು ಸ್ಪರ್ಧೆಯಲ್ಲಿ ಭಾಗವಹಿಸಲು ಆರಿಸಿಕೊಳ್ಳುವುದು",37702,37702,1,train
